institution,type,nation,word_count,detection_raw,education_raw,detection_per_1k,education_per_1k,detection_keywords,education_keywords,framing_ratio,frame_category
University College Birmingham,Post-1992,England,655,10,14,15.27,21.37,"{'plagiarism': 1, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 1, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 5, 'violation': 1, 'unauthorised': 2, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 2, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 0, 'responsible': 5, 'responsibility': 2, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 0, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.4166666666666667,Balanced
University of West London,Post-1992,England,3204,33,78,10.3,24.34,"{'plagiarism': 1, 'detection': 0, 'misconduct': 8, 'penalty': 1, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 2, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 10, 'collusion': 0, 'unfair': 3, 'cheat': 0, 'cheating': 2, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 1, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 1, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 4, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 5, 'pedagogy': 0, 'skill': 0, 'skills': 6, 'curriculum': 0, 'learning': 14, 'opportunity': 1, 'opportunities': 0, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 4, 'development': 2, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 2, 'responsible': 0, 'responsibility': 0, 'reflection': 1, 'reflective': 0, 'critical': 7, 'evaluate': 2, 'understand': 8, 'understanding': 7, 'engage': 1, 'engagement': 0, 'support': 7, 'guidance': 5, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 3, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.2972972972972973,Education-dominant
Falmouth University,Post-1992,England,2909,96,42,33.0,14.44,"{'plagiarism': 11, 'detection': 1, 'misconduct': 28, 'penalty': 0, 'penalties': 3, 'turnitin': 0, 'contract cheating': 1, 'breach': 4, 'disciplinary': 3, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 6, 'academic integrity': 22, 'collusion': 5, 'unfair': 3, 'cheat': 0, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 5, 'offences': 1, 'punishment': 0, 'prohibit': 0, 'prohibited': 1, 'violation': 0, 'unauthorised': 1, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 6, 'curriculum': 0, 'learning': 4, 'opportunity': 1, 'opportunities': 0, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 3, 'responsible': 3, 'responsibility': 4, 'reflection': 2, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 1, 'understanding': 1, 'engage': 1, 'engagement': 0, 'support': 8, 'guidance': 2, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 2, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.6956521739130435,Detection-dominant
University of Wales Trinity Saint David,Post-1992,Wales,10099,20,114,1.98,11.29,"{'plagiarism': 0, 'detection': 0, 'misconduct': 9, 'penalty': 0, 'penalties': 4, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 1, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 4, 'zero tolerance': 0}","{'literacy': 3, 'critical thinking': 0, 'pedagogy': 0, 'skill': 1, 'skills': 1, 'curriculum': 0, 'learning': 5, 'opportunity': 2, 'opportunities': 2, 'creativity': 1, 'creative': 20, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 2, 'empower': 0, 'develop': 1, 'development': 8, 'competence': 0, 'capability': 0, 'ethical': 10, 'ethics': 0, 'responsible': 0, 'responsibility': 1, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 4, 'understanding': 5, 'engage': 0, 'engagement': 0, 'support': 28, 'guidance': 14, 'learn': 1, 'teach': 0, 'teaching': 1, 'practice': 2, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.14925373134328357,Education-dominant
University of the Highlands and Islands,Post-1992,Scotland,2327,11,43,4.73,18.48,"{'plagiarism': 3, 'detection': 0, 'misconduct': 3, 'penalty': 0, 'penalties': 0, 'turnitin': 2, 'contract cheating': 0, 'breach': 1, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 1, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 1, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 7, 'opportunity': 0, 'opportunities': 0, 'creativity': 1, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 1, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 1, 'engage': 0, 'engagement': 0, 'support': 10, 'guidance': 6, 'learn': 2, 'teach': 1, 'teaching': 3, 'practice': 4, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.2037037037037037,Education-dominant
Arts University Bournemouth,Specialist,England,1827,6,61,3.28,33.39,"{'plagiarism': 3, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 7, 'curriculum': 0, 'learning': 11, 'opportunity': 1, 'opportunities': 0, 'creativity': 0, 'creative': 2, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 9, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 5, 'understand': 8, 'understanding': 9, 'engage': 0, 'engagement': 0, 'support': 4, 'guidance': 2, 'learn': 3, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.08955223880597014,Education-dominant
Arts University Plymouth,Specialist,England,1027,1,44,0.97,42.84,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 4, 'opportunity': 0, 'opportunities': 2, 'creativity': 0, 'creative': 10, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 3, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 1, 'understanding': 3, 'engage': 1, 'engagement': 0, 'support': 4, 'guidance': 1, 'learn': 0, 'teach': 0, 'teaching': 3, 'practice': 7, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.022222222222222223,Education-dominant
Royal College of Art,Specialist,England,17118,20,624,1.17,36.45,"{'plagiarism': 11, 'detection': 2, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 1, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 1, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 1, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 22, 'critical thinking': 2, 'pedagogy': 5, 'skill': 1, 'skills': 14, 'curriculum': 5, 'learning': 48, 'opportunity': 1, 'opportunities': 12, 'creativity': 7, 'creative': 47, 'agency': 5, 'assessment design': 0, 'co-creation': 1, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 10, 'development': 24, 'competence': 1, 'capability': 3, 'ethical': 35, 'ethics': 39, 'responsible': 70, 'responsibility': 4, 'reflection': 0, 'reflective': 0, 'critical': 9, 'evaluate': 2, 'understand': 10, 'understanding': 19, 'engage': 8, 'engagement': 4, 'support': 54, 'guidance': 65, 'learn': 6, 'teach': 3, 'teaching': 35, 'practice': 37, 'practices': 16, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.031055900621118012,Education-dominant
Trinity Laban Conservatoire of Music and Dance,Specialist,England,929,5,27,5.38,29.06,"{'plagiarism': 0, 'detection': 0, 'misconduct': 3, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 1, 'cheat': 0, 'cheating': 0, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 8, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 2, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 0, 'responsible': 0, 'responsibility': 1, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 2, 'understanding': 2, 'engage': 1, 'engagement': 1, 'support': 1, 'guidance': 3, 'learn': 2, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.15625,Education-dominant
Courtauld Institute of Art,Specialist,England,3251,102,27,31.37,8.31,"{'plagiarism': 19, 'detection': 1, 'misconduct': 36, 'penalty': 3, 'penalties': 5, 'turnitin': 0, 'contract cheating': 2, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 1, 'suspicious': 0, 'investigation': 0, 'academic integrity': 5, 'collusion': 10, 'unfair': 3, 'cheat': 0, 'cheating': 9, 'detect': 0, 'detected': 0, 'offence': 1, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 1, 'violation': 0, 'unauthorised': 3, 'unauthorized': 0, 'declare': 0, 'declaration': 2, 'disclose': 0, 'not permitted': 1, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 4, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 0, 'understanding': 3, 'engage': 0, 'engagement': 0, 'support': 2, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 8, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.7906976744186046,Detection-dominant
Harper Adams University,Specialist,England,6219,259,72,41.65,11.58,"{'plagiarism': 5, 'detection': 0, 'misconduct': 179, 'penalty': 7, 'penalties': 13, 'turnitin': 5, 'contract cheating': 2, 'breach': 0, 'disciplinary': 0, 'sanction': 2, 'sanctions': 0, 'suspicious': 0, 'investigation': 12, 'academic integrity': 13, 'collusion': 4, 'unfair': 4, 'cheat': 1, 'cheating': 5, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 2, 'unauthorised': 2, 'unauthorized': 1, 'declare': 1, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 0, 'opportunity': 13, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 4, 'ethics': 2, 'responsible': 2, 'responsibility': 3, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 1, 'understand': 6, 'understanding': 5, 'engage': 0, 'engagement': 0, 'support': 7, 'guidance': 4, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 20, 'practices': 3, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.7824773413897281,Detection-dominant
